Time,,,altitude_m,airspeed_kph,G-FORCE,,,Heartrate,Respiration,time
0,0,-67,38969,7,1.0,-0.1,0.1,181,30,-0.067
0,0,200,38968,13,1.0,-0.1,0.1,179,30,0.200
0,0,533,38966,22,1.0,-0.1,0.1,176,30,0.533
0,0,667,38965,25,1.0,-0.1,0.1,174,30,0.667
0,1,67,38962,36,0.0,0.0,0.0,173,30,1.067
0,1,434,38956,49,0.0,0.0,0.0,176,30,1.434
0,1,568,38954,54,0.0,0.0,0.0,178,30,1.568
0,1,768,38951,61,0.0,0.0,0.0,180,30,1.768
0,2,68,38945,72,0.0,0.0,0.0,181,30,2.068
0,2,235,38941,77,0.0,0.0,0.0,180,30,2.235
0,4,836,38850,171,0.0,0.0,0.0,179,30,4.836
0,4,904,38847,174,0.0,0.0,0.0,179,30,4.904
0,4,938,38845,175,0.0,0.0,0.0,179,30,4.938
0,5,338,38825,188,0.0,0.0,0.0,179,30,5.338
0,5,809,38794,209,0.0,0.0,0.0,179,30,5.809
0,6,298,38769,222,0.0,0.0,0.0,178,31,6.298
0,6,538,38756,229,0.0,0.0,0.0,177,31,6.538
0,6,673,38747,234,0.0,0.0,0.0,177,31,6.673
0,7,240,38739,253,0.0,0.0,0.0,175,31,7.240
0,7,707,38674,270,0.0,0.0,0.0,175,31,7.707
0,7,874,38655,279,0.0,0.0,0.0,175,31,7.874
0,8,74,38646,283,0.0,0.0,0.0,174,31,8.074
0,8,475,38612,297,0.0,0.0,0.0,170,31,8.475
0,8,808,38583,309,0.0,0.0,0.0,165,31,8.808
0,9,242,38545,325,0.0,0.0,0.0,166,31,9.242
0,9,676,38505,341,0.0,0.0,0.0,170,31,9.676
0,9,843,38490,347,0.0,0.0,0.0,172,31,9.843
0,10,43,38470,354,0.0,0.0,0.0,173,31,10.043
0,10,377,38436,395,0.0,0.0,0.0,172,31,10.377
0,10,810,38391,380,0.0,0.0,0.0,173,31,10.810
0,11,44,38366,388,0.0,0.0,0.0,173,31,11.044
0,11,478,38317,404,0.0,0.0,0.0,171,31,11.478
0,11,811,38280,416,0.0,0.0,0.0,170,31,11.811
0,12,112,38242,427,0.0,0.0,0.0,169,31,12.112
0,12,479,38191,440,0.0,0.0,0.0,168,31,12.479
0,12,712,38159,449,0.0,0.0,0.0,168,31,12.712
0,13,13,38118,459,0.0,0.0,0.0,167,31,13.013
0,13,580,38045,479,0.0,0.0,0.0,167,31,13.580
0,13,813,38015,488,0.0,0.0,0.0,167,31,13.813
0,14,114,37976,498,0.0,0.0,0.0,167,31,14.114
0,14,514,37922,511,0.0,0.0,0.0,167,31,14.514
0,14,848,37877,521,0.0,0.0,0.0,167,31,14.848
0,15,382,37793,541,0.0,0.0,0.0,165,31,15.382
0,15,649,37748,551,0.0,0.0,0.0,163,31,15.649
0,15,982,37693,564,0.0,0.0,0.0,161,31,15.982
0,16,216,37655,573,0.0,0.0,0.0,162,31,16.216
0,16,516,37605,583,0.0,0.0,0.0,164,31,16.516
0,16,883,37545,596,0.0,0.0,0.0,167,31,16.883
0,17,150,37500,606,0.0,0.0,0.0,165,31,17.150
0,17,417,37454,615,0.0,0.0,0.0,162,31,17.417
0,17,884,37374,632,0.0,0.0,0.0,156,31,17.884
0,18,218,37318,643,0.0,0.0,0.0,158,31,18.218
0,18,518,37268,652,0.0,0.0,0.0,160,31,18.518
0,18,818,37217,662,0.0,0.0,0.0,162,31,18.818
0,19,185,37148,675,0.0,0.0,0.0,163,31,19.185
0,19,452,37094,684,0.0,0.0,0.0,163,31,19.452
0,19,819,37020,697,0.0,0.0,0.0,162,31,19.819
0,20,186,36948,709,0.0,0.0,0.0,162,31,20.186
0,20,420,36902,717,0.0,0.0,0.0,162,31,20.420
0,20,820,36824,730,0.0,0.0,0.0,163,31,20.820
0,21,121,36763,740,0.0,0.0,0.0,163,31,21.121
0,21,354,36715,749,0.0,0.0,0.0,163,31,21.354
0,21,454,36694,752,0.0,0.0,0.0,163,31,21.454
0,21,621,36659,759,0.0,0.0,0.0,163,31,21.621
0,21,888,36604,768,0.0,0.0,0.0,163,31,21.888
0,22,222,36530,779,0.0,0.0,0.0,163,31,22.222
0,22,489,36470,787,0.0,0.0,0.0,163,31,22.489
0,22,756,36409,794,0.0,0.0,0.0,163,31,22.756
0,22,989,36357,801,0.0,0.0,0.0,163,31,22.989
0,23,223,36304,805,0.0,0.0,0.0,163,31,23.223
0,23,556,36229,812,0.0,0.0,0.0,163,31,23.556
0,23,890,36153,818,0.0,0.0,0.0,163,31,23.890
0,24,190,36082,828,0.0,0.0,0.0,164,31,24.190
0,24,391,36034,835,0.0,0.0,0.0,165,31,24.391
0,24,658,35969,844,0.0,0.0,0.0,166,31,24.658
0,24,925,35905,854,0.0,0.0,0.0,167,31,24.925
0,25,225,35836,862,0.0,0.0,0.0,166,31,25.225
0,25,425,35790,867,0.0,0.0,0.0,164,31,25.425
0,25,692,35729,874,0.0,0.0,0.0,162,31,25.692
0,25,992,35659,882,0.1,0.0,0.0,160,31,25.992
0,26,92,35633,885,0.1,0.0,0.0,160,31,26.092
0,26,326,35573,892,0.1,0,0,160,31,26.326
0,26,526,35522,899,0.1,0,0,160,31,26.526
0,26,726,35471,905,,0,0,160,31,26.726
0,26,960,35411,913,,,,160,31,26.960
0,27,160,35358,919,0,,,160,31,27.160
0,27,394,35297,925,0.1,0.1,0,160,31,27.394
0,27,594,35244,931,0.1,0.1,0,160,31,27.594
0,27,761,35201,936,0.1,0.1,0,160,31,27.761
0,27,928,35157,941,0.1,0.1,0,160,31,27.928
0,28,161,35109,948,0.1,0,0,162,31,28.161
0,28,328,35077,952,0.1,0,0,164,31,28.328
0,28,528,35039,958,0.1,0,0,166,31,28.528
0,28,762,34994,965,0.1,0,0,168,31,28.762
0,28,962,34955,971,0.1,0,0,169,31,28.962
0,29,162,34885,977,0.1,0,0,168,31,29.162
0,29,362,34814,982,0.1,0,0,167,31,29.362
0,29,529,34755,987,0.1,0,0,166,31,29.529
0,29,896,34625,998,0.1,0,0,164,31,29.896
0,30,163,34544,1006,0.1,-0.1,0,164,31,30.163
0,30,297,34506,1011,0.1,-0.1,0,164,31,30.297
0,30,330,34497,1012,0.1,-0.1,0,164,31,30.33
0,30,430,34468,1015,0.1,-0.1,0,164,31,30.430
0,30,563,34431,1019,0.1,-0.1,0,165,31,30.563
0,30,630,34412,1021,0.1,-0.1,0,165,31,30.630
0,30,764,34374,1026,0.1,-0.1,0,165,31,30.764
0,30,864,34345,1029,0.1,0.0,0.0,165,31,30.864
0,30,931,34326,1031,0.1,-0.1,0.0,165,31,30.931
0,30,964,34317,1032,0.1,-0.1,0.0,165,31,30.964
0,30,997,34307,1033,0.1,0.0,0.0,165,31,30.997
0,31,31,34298,1034,0.1,0.0,0.0,166,31,31.031
0,31,64,34289,1035,0.1,0.0,0.0,166,31,31.064
0,31,97,34279,1035,0.1,0.0,0.0,166,31,31.097
0,31,131,34270,1037,0.1,0.0,0.0,166,31,31.131
0,31,231,34241,1040,0.1,0.0,0.0,166,31,31.231
0,31,331,34213,1043,0.1,0.0,0.0,166,31,31.331
0,31,431,34184,1046,0.1,0.0,0.0,166,31,31.431
0,31,531,34156,1048,0.1,0.0,0.0,167,31,31.531
0,31,631,34128,1051,0.1,0.0,0.0,167,31,31.631
0,31,731,34099,1054,0.1,0.0,0.0,167,31,31.731
0,31,831,34071,1057,0.1,0.0,0.0,167,31,31.831
0,31,932,34042,1060,0.1,0.0,0.0,167,31,31.932
0,32,32,34012,1064,0.1,0.0,0.0,167,31,32.032
0,32,132,33981,1068,0.1,0.0,0.0,167,31,32.132
0,32,232,33950,1072,0.1,0.0,0.0,166,31,32.232
0,32,332,33919,1076,0.1,0.0,0.0,166,31,32.332
0,32,432,33888,1081,0.1,0.0,0.0,166,31,32.432
0,32,532,33858,1085,0.1,0.0,0.0,165,31,32.532
0,32,632,33827,1089,0.1,0.0,0.0,165,31,32.632
0,32,732,33796,1093,0.1,0.0,0.0,164,31,32.732
0,32,866,33755,1099,0.1,0.0,0.0,164,31,32.866
0,32,899,33745,1100,0.1,0.0,0.0,164,31,32.899
0,32,999,33714,1104,0.2,0,-0.1,164,31,32.999
0,33,33,33703,1104,0.2,0.0,-0.1,164,31,33.033
0,33,133,33672,1106,0.2,0.0,-0.1,165,31,33.133
0,33,233,33640,1108,0.2,0.0,-0.1,165,31,33.233
0,33,333,33609,1111,0.2,0.0,-0.1,166,31,33.333
0,33,433,33577,1113,0.2,0.0,-0.1,167,31,33.433
0,33,500,33556,1110,0.2,0.0,-0.1,167,31,33.500
0,33,633,33514,1117,0.2,0.0,-0.1,168,31,33.633
0,33,733,33483,1119,0.2,0.0,-0.1,169,31,33.733
0,33,833,33451,1121,0.2,0.0,-0.1,170,31,33.833
0,33,900,33493,1118,0.2,0.0,-0.1,170,31,33.900
0,33,967,33409,1124,0.3,0.1,0.0,170,31,33.967
0,34,0,33398,1124,0.3,0.1,0.0,170,31,34.000
0,34,134,33352,1126,0.3,0.1,0.0,170,31,34.134
0,34,234,33318,1127,0.3,0.1,0.0,169,31,34.234
0,34,334,33283,1128,0.3,0.1,0.0,169,31,34.334
0,34,434,33249,1129,0.3,0.1,0.0,168,31,34.434
0,34,501,33226,1130,0.3,0.1,0.0,168,31,34.501
0,34,634,33180,1131,0.3,0.1,0.0,167,31,34.634
0,34,734,33146,1132,0.3,0.1,0.0,167,31,34.734
0,34,834,33111,1134,0.3,0.1,0.0,166,31,34.834
0,34,935,33077,1135,0.3,0.1,0.0,166,31,34.935
0,35,1,33057,1136,0.3,0.0,0.0,166,31,35.001
0,35,135,33020,1139,0.3,0.0,0.0,166,31,35.135
0,35,235,32993,1142,0.3,0.0,0.0,166,31,35.235
0,35,335,32965,1144,0.3,0.0,0.0,166,31,35.335
0,35,435,32938,1146,0.3,0.0,0.0,166,31,35.435
0,35,502,32920,1148,0.3,0.0,0.0,167,31,35.502
0,35,635,32883,1151,0.3,0.0,0.0,167,31,35.635
0,35,735,32856,1154,0.3,0.0,0.0,167,31,35.735
0,35,835,32828,1156,0.3,0.0,0.0,167,31,35.835
0,35,936,32801,1158,0.3,0.0,0.0,167,31,35.936
0,36,36,32771,1162,0.3,-0.2,0.0,167,32,36.036
0,36,136,32739,1166,0.3,-0.2,0.0,167,32,36.136
0,36,236,32708,1170,0.3,-0.2,0.0,167,32,36.236
0,36,336,32676,1174,0.3,-0.2,0.0,166,32,36.336
0,36,436,32645,1178,0.3,-0.2,0.0,166,32,36.436
0,35,536,32613,1182,0.3,-0.2,0.0,166,32,36.536
0,36,636,32582,1186,0.3,-0.2,0.0,165,32,36.636
0,36,736,32551,1190,0.3,-0.2,0.0,165,32,36.736
0,36,836,32519,1194,0.3,-0.2,0.0,165,32,36.836
0,36,937,32488,1198,0.3,-0.2,0.0,165,32,36.937
0,37,37,32453,1200,0.3,-0.2,0.0,165,32,37.037
0,37,137,32416,1201,0.3,-0.2,0.0,165,32,37.137
0,37,404,32319,1203,0.3,-0.2,0.0,167,32,37.404
0,37,837,32162,1206,0.3,-0.2,0.0,169,32,37.837
0,38,71,32080,1209,0.3,-0.2,0.0,169,32,38.071
0,38,471,31947,1215,0.3,-0.2,0.0,168,32,38.471
0,38,805,31836,1220,0.3,-0.2,0.0,168,32,38.805
0,39,39,31758,1224,0.3,-0.1,0.0,167,32,39.039
0,39,406,31637,1237,0.3,-0.1,0.0,164,32,39.406
0,39,606,31571,1244,0.3,-0.1,0.0,162,32,39.606
0,39,873,31483,1253,0.3,-0.1,0.0,159,32,39.873
0,40,6,31437,1257,0.3,-0.1,-0.2,158,32,40.006
0,40,106,31400,1258,0.3,-0.1,-0.2,158,32,40.106
0,40,840,31127,1260,0.3,-0.1,-0.2,158,32,40.840
0,41,7,31065,1262,0.3,0.0,-0.6,158,32,41.007
0,41,775,30794,1274,0.3,0.0,-0.6,160,32,41.775
0,42,8,30711,1277,0.3,-0.5,0.3,160,32,42.008
0,42,309,30607,1280,0.3,-0.5,0.3,160,32,42.309
0,42,575,30514,1282,0.3,-0.5,0.3,160,32,42.575
0,42,842,30421,1285,0.3,-0.5,0.3,160,32,42.842
0,43,9,30362,1293,0.5,0.3,-0.3,161,32,43.009
0,43,510,30172,1299,0.5,0.3,-0.3,167,32,43.510
0,43,710,30095,1301,0.5,0.3,-0.3,169,32,43.710
0,44,10,29983,1304,0.4,-0.2,-0.4,172,32,44.010
0,44,344,29873,1301,0.4,-0.2,-0.4,169,32,44.344
0,44,644,29773,1299,0.4,-0.2,-0.4,166,32,44.644
0,44,878,29696,1297,0.4,-0.2,-0.4,164,32,44.878
0,45,45,29639,1297,0.5,0.0,-0.1,163,32,45.045
0,45,345,29534,1303,0.5,0.0,-0.1,163,32,45.345
0,45,612,29441,1307,0.5,0.0,-0.1,163,32,45.612
0,45,912,29336,1313,0.5,0.0,-0.1,163,32,45.912
0,46,12,29299,1314,0.5,-0.4,0.0,163,32,46.012
0,46,379,29157,1317,0.5,-0.4,0.0,163,32,46.379
0,46,613,29067,1319,0.5,-0.4,0.0,163,32,46.613
0,46,913,28951,1321,0.5,-0.4,0.0,163,32,46.913
0,47,13,28914,1322,0.6,-0.1,-0.1,163,32,47.013
0,47,280,28822,1326,0.6,-0.1,-0.1,163,32,47.280
0,47,647,28696,1332,0.6,-0.1,-0.1,163,32,47.647
0,47,914,28604,1335,0.6,-0.1,-0.1,163,32,47.914
0,48,48,28554,1337,0.6,-0.3,0.1,162,32,48.048
0,48,348,28435,1340,0.6,-0.3,0.1,162,32,48.348
0,48,581,28342,1342,0.6,-0.3,0.1,162,32,48.581
0,48,848,28237,1345,0.6,-0.3,0.1,162,32,48.848
0,49,49,28160,1347,0.8,-0.5,0.2,162,32,49.049
0,49,249,28089,1351,0.8,-0.5,0.2,162,32,49.249
0,49,382,28040,1353,0.8,-0.5,0.2,162,32,49.382
0,49,416,28028,1354,0.8,-0.5,0.2,162,32,49.416
0,49,449,28017,1354,0.8,-0.5,0.2,,,49.449
0,49,482,28004,1355,0.8,-0.5,0.2,162,32,49.482
0,49,516,27993,1356,0.8,-0.5,0.2,,,49.516
0,49,582,27969,1357,0.8,-0.5,0.2,,,49.582
0,49,616,27957,1357,0.8,-0.5,0.2,,,49.616
0,49,649,27945,1358,0.8,-0.5,0.2,,,49.649
0,49,683,27933,1359,0.8,-0.5,0.2,,,49.683
0,49,716,27921,1359,0.8,-0.5,0.2,,,49.716
0,49,749,27909,1360,0.8,-0.5,0.2,,,49.749
0,49,783,27897,1360,0.8,-0.5,0.2,,,49.783
0,49,816,27885,1361,0.8,-0.5,0.2,,,49.816
0,49,849,27873,1362,0.8,-0.5,0.2,,,49.849
0,49,883,27861,1362,0.8,-0.5,0.2,,,49.883
0,49,916,27849,1363,0.8,-0.5,0.2,,,49.916
0,49,950,27837,1363,0.8,-0.5,0.2,162,32,49.950
0,49,983,27825,1363,0.8,-0.5,0.2,,,49.983
0,50,16,27812,1362,0.9,-0.4,0.6,163,32,50.016
0,50,50,27799,1361,0.9,-0.4,0.6,163,32,50.050
0,50,83,27786,1361,0.9,-0.4,0.6,163,32,50.083
0,50,116,27774,1360,0.9,-0.4,0.6,163,32,50.116
0,50,550,27608,1349,0.9,-0.4,0.6,163,32,50.550
0,50,917,27467,1339,,,,,,50.917
0,50,951,27455,1338,,,,,,50.951
0,50,984,27442,1338,,,,,,50.984
0,51,384,27294,1341,,,,,,51.384
0,51,785,27145,1343,0.8,-0.6,0.5,163,35,51.785
0,51,818,27133,1343,0.8,-0.6,0.5,163,35,51.818
0,51,851,27120,1344,0.8,-0.6,0.5,163,35,51.851
0,51,885,27108,1344,0.8,-0.6,0.5,163,35,51.885
0,52,319,26954,1337,1.0,0.2,0.4,163,35,52.319
0,52,786,26789,1328,1.0,0.2,0.4,163,35,52.786
0,52,830,26907,1335,1.0,0.2,0.4,163,35,52.452
0,53,19,26704,1324,0.9,0.1,0.7,164,35,53.019
0,53,219,26625,1322,0.9,0.1,0.7,165,35,53.219
,,,,,,,,,,
0,53,286,26598,1321,0.9,0.1,0.7,165,35,53.286
0,53,486,26519,1319,,,,,,53.486
,,,26453,1317,,,,,,53.653
0,53,987,26321,1314,,,,,,53.987
,,,,,,,,,,
,,,,,,,,,,
0,54,254,26227,1314,,,,,,54.254
,,,,,,,,,,
0,54,521,26133,1315,,,,,,54.521
,,,,,,,,,,
0,55,121,25916,1315,1,0.1,0.8,168,35,55.121
0,55,388,25814,1315,,,,,,55.388
0,55,722,25686,1315,1,0.1,0.8,172,35,55.722
,,,,,,,,,,
0,56,496,25432,1305,0.7,-0.4,1,169,35,56.496
,,,,,,,,,,
0,57,324,24989,1277,1,-0.5,0.9,169,35,57.324
0,57,624,25008,1279,,,,169,35,57.624
0,57,924,24890,1277,1,-0.5,0.9,171,35,57.924
0,58,224,24790,1264,1,-0.6,1,172,35,58.224
,,,,,,,,,,
0,59,693,24284,1277,1,-0.6,1,178,35,59.693
0,59,793,24247,1213,1,-0.6,1,178,35,59.793
0,59,960,24187,1206,1.0,-0.6,1.0,179,35,59.960
,,,24134,1199,,,,,,60.126
,,,22650,1021,,,,,,65.031
,,,21118,892,,,,,,70.737
,,,19714,789,,,,,,76.843
,,,18294,671,,,,,,83.850
,,,17220,620,,,,,,89.923
1,35,629,16302,556,0.4,-0.1,-1.1,182,43,95.629
1,35,662,16297,556,0.4,-0.1,-1.1,182,43,95.662
1,35,695,16292,556,0.4,-0.1,-1.1,182,43,95.695
1,35,729,16287,556,0.4,-0.1,-1.1,182,43,95.729
,,,15706,511,,,,,,99.599
,,,14888,461,,,,,,105.739
,,,,,,,,,,
1,53,480,13944,421,0.3,-0.1,-1.1,174,42,113.480
1,53,513,13941,422,0.3,-0.1,-1.1,174,42,113.513
1,53,546,13937,423,0.3,-0.1,-1.1,174,42,113.546
1,53,580,13933,424,0.3,-0.1,-1.1,174,42,113.580
,,,,,,,,,,
2,0,153,13199,386,0.4,0.0,-0.8,175,42,120.153
2,0,287,13199,386,0.4,0.0,-0.8,175,42,120.287
2,0,553,13158,386,0.4,0.0,-0.8,175,42,120.553
2,0,787,13133,385,0.4,0.0,-0.8,175,42,120.787
2,1,87,13101,384,0.1,0.0,-1.3,175,43,121.087
2,1,288,13079,383,0.1,0.0,-1.3,175,43,121.288
,,,12972,376,,,,,,122.255
,,,11266,360,,,,,,138.772
,,,9451,316,,,,,,157.691
,,,7969,289,,,,,,175.542
,,,6428,256,,,,,,195.562
,,,5381,218,,,,,,211.911
,,,4511,217,,,,,,226.359
,,,3581,210,,,,,,242.008
,,,3245,203,,,,,,247.847
,,,2845,202,,,,,,255.021
,,,,,,,,,,
4,17,857,2681,206,-0.3,0.0,0.0,147,28,257.857
4,17,891,2679,206,-0.3,0.0,0.0,146,28,257.891
4,17,924,2677,206,-0.3,0.0,0.0,145,28,257.924
4,17,958,2676,206,-0.3,0.0,0.0,145,28,257.958
4,17,991,2674,206,-0.3,0.0,0.0,138,28,257.991
4,18,24,2672,206,-0.3,0.0,0.0,136,28,258.024
4,18,58,2670,206,-0.3,0.0,0.0,131,28,258.058
4,18,91,2668,205,-0.3,0.0,0.0,127,28,258.091
,,,,,,,,,,
4,18,391,2651,203,-0.3,0.0,-0.9,83,28,258.391
4,18,425,2649,203,,,,,,258.425
4,18,458,2647,203,,,,,,258.458
4,18,491,2645,202,,,,,,258.491
4,18,525,2643,202,,,,,,258.525
4,18,558,2641,202,,,,,,258.558
4,18,592,2639,201,,,,,,258.592
4,18,625,2638,201,,,,,,258.625
4,18,658,2636,201,,,,,,258.658
4,18,629,2634,201,,,,,,258.629
4,18,725,2632,200,,,,,,258.725
4,18,758,2630,200,,,,,,258.758
4,18,729,2628,200,,,,,,258.729
4,18,825,2626,200,,,,,,258.825
4,18,858,2624,199,,,,,,258.858
4,18,829,2622,199,,,,,,258.829
4,18,925,2620,199,,,,,,258.925
4,18,959,2619,199,,,,,,258.959
4,18,992,2617,198,,,,,,258.992
4,19,25,2615,198,,,,,,259.025
4,19,59,2613,197,,,,,,259.059
4,19,92,2612,197,,,,,,259.092
4,19,125,2610,196,,,,,,259.125
4,19,159,2608,196,,,,,,259.159
4,19,192,2606,196,,,,,,259.192
4,19,225,2605,195,,,,,,259.225
4,19,259,2603,195,,,,,,259.259
4,19,292,2601,194,,,,,,259.292
4,19,326,2599,194,,,,,,259.326
4,19,359,2598,193,,,,,,259.359
4,19,392,2596,193,,,,,,259.392
4,19,426,2594,193,,,,,,259.426
4,19,459,2592,192,,,,,,259.459
4,19,492,2591,192,,,,,,259.492
4,19,526,2589,191,,,,,,259.526
4,19,559,2587,191,,,,,,259.559
4,19,626,2585,190,,,,,,259.626
4,19,659,2582,190,,,,,,259.659
4,19,693,2580,189,,,,,,259.693
4,19,729,2579,189,,,,,,259.729
4,19,759,2577,188,,,,,,259.759
4,19,793,2575,188,,,,,,259.793
4,19,829,2573,187,,,,,,259.829
4,19,859,2572,187,,,,,,259.859
4,19,893,2570,187,,,,,,259.893
4,19,926,2568,186,,,,,,259.926
4,19,960,2566,186,,,,,,259.960
4,19,993,2565,185,,,,,,259.993
4,20,26,2563,185,,,,,,260.026
4,20,60,2561,185,,,,,,260.060
4,20,93,2559,185,,,,,,260.093
4,21,861,2477,149,-1.5,0.7,0.7,0,28,261.861
4,22,929,2440,102,,,,,,262.929
4,22,963,2439,100,,,,,,262.963
4,22,996,2439,98,,,,,,262.996
4,23,29,2439,95,,,,,,263.029
4,23,63,2439,92,,,,,,263.063
4,23,96,2439,90,,,,,,263.096
4,23,129,2439,87,,,,,,263.129
4,23,163,2439,84,,,,,,263.163
4,23,196,2439,81,,,,,,263.196
4,23,229,2440,79,,,,,,263.229
4,23,263,2440,76,,,,,,263.263
4,23,296,2440,73,,,,,,263.296
,,,2410,44,,,,,,265.865
,,,2406,28,,,,,,267.367
,,,2407,21,,,,,,268.468
,,,2397,18,,,,,,270.370
,,,2374,14,,,,,,274.708
,,,2250,13,,,,,,305.872
,,,2001,13,,,,,,358.558
,,,,,,,,,,
8,50,630,1423,21,-0.9,1.0,2.0,170,32,530.630
,,,,,,,,,,
9,3,43,1363,0,0.0,0.0,0.0,173,33,543.043
End,,,,,,,,,,
